category,pipedrive_org_id,pipedrive_org_name,blank_field_to_fill,existing_field,existing_value,proposed_value,source_table,source_id,source_field,confidence_tier,match_strategy,reason,candidate_count,source_name,source_exact_name_match
name_review,1318,Frank's Accurate Body Shop,,website,franksabs.com,https://jhcc.com/locations/auto-body-shop-slidell-la/,body_shops,ChIJH8IyJ-rmnYgRI0j4Mzc80Vo,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Frank's Accurate Body Shop vs Joe Hudson's Collision Center),1,Joe Hudson's Collision Center,no
name_review,1330,Joe Hudson's Collision Center (formerly Gilmore's Collision Center),,website,jhcc.com,https://jhcc.com/locations/auto-body-shop-wichita-falls/%3Futm_source%3Dgmb%26utm_medium%3DYext%26y_source%3D1_MjQxMzAyMzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJ0bgnlA0gU4YRtMd7ncjM3Zw,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Joe Hudson's Collision Center (formerly Gilmore's Collision Center) vs Joe Hudson's Collision Center),1,Joe Hudson's Collision Center,no
name_review,1335,CARSTAR - Gobel's Collision,website,,,https://www.carstar.com/locations/mo/west-plains-15516/,body_shops,ChIJMx3lLtlZ0IcRY33QPgbBwTE,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (CARSTAR - Gobel's Collision vs CARSTAR Gobel's Collision),1,CARSTAR Gobel's Collision,no
name_review,1351,Lexus of Pembroke Pines Collision Center,,website,pembrokepinescollisioncenter.com,https://www.craigzinncollisioncenters.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-service,body_shops,ChIJ435knY-3EhQRwptXwluk9IQ,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Lexus of Pembroke Pines Collision Center vs Zinn Collision Center at Pembroke Pines),1,Zinn Collision Center at Pembroke Pines,no
name_review,1355,Lindsay Collision Center,,website,lindsaycollision.com,https://www.lindsaycollision.com/collision-repair-springfield/,body_shops,ChIJhVI6ruuyt4kRxqks0SOOC_s,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Lindsay Collision Center vs Lindsay Collision Center Springfield),1,Lindsay Collision Center Springfield,no
name_review,1364,Mackin's Auto Body,,website,mackinsab.com,https://www.mackinsab.com/locations/east-vancouver/%3Futm_source%3Dgooglebusinessprofile%26utm_medium%3Dorganic%26utm_campaign%3Dgbpwebsitelink,body_shops,ChIJG6V9wiellVQRYbbQ0mQOfVk,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Mackin's Auto Body vs Mackin's Auto Body East Vancouver),1,Mackin's Auto Body East Vancouver,no
name_review,1365,"Mahnke Auto Body, Inc",,website,mahnkeautobody.com,https://kaizencollision.com/locations/body-shop-arvada-co/,body_shops,ChIJe1jDtNyHa4cRUwdbqs4zaiw,website,conflict,exact_phone,"Pipedrive name differs from source name; hold for manual review before considering the website conflict (Mahnke Auto Body, Inc vs Kaizen Collision Center - Arvada)",1,Kaizen Collision Center - Arvada,no
name_review,1368,Manuel Collision Center,,website,manuelcollisioncenter.com,https://jhcc.com/locations/auto-body-shop-ada-ok/,body_shops,ChIJ8QxnyLNBs4cREUKEcCAwFWk,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Manuel Collision Center vs Joe Hudson's Collision Center),1,Joe Hudson's Collision Center,no
name_review,1376,Master Collision Group,,website,mastercollisiongroup.com,https://www.lamettrys.com/south-minneapolis-location/,body_shops,ChIJnee4hsAn9ocRdQECetca9h0,website,conflict,exact_phone,"Pipedrive name differs from source name; hold for manual review before considering the website conflict (Master Collision Group vs LaMettry's Collision, Inc. of South Minneapolis)",1,"LaMettry's Collision, Inc. of South Minneapolis",no
name_review,1386,Meramec Heights Collision Center,,website,mhcc@mhccpab.com,https://www.gerbercollision.com/locations/arnold-mo%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DMO%26utm_content%3DArnold,body_shops,ChIJ2W9RQhLF2IcRvalU-l8HiDM,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Meramec Heights Collision Center vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
name_review,1403,Morse Evergreen Auto Body,,website,morseevergreenautobody.com,https://www.carstar.com/locations/co/evergreen-15810/,body_shops,ChIJI0NF9HZ2a4cRC1OHJRCSAnI,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Morse Evergreen Auto Body vs CARSTAR Morse Evergreen Auto Body),1,CARSTAR Morse Evergreen Auto Body,no
name_review,1415,Noaker's Auto Body,,website,noakersautobody.com,https://www.vivecollision.com/shop/noakersautobody/,body_shops,ChIJX4NY36TQyIkRs3Vb8FIuN10,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Noaker's Auto Body vs Noaker’s Auto Body),1,Noaker’s Auto Body,no
name_review,1423,Northwest Arkansas Collision Center [Main]/Gerber Collision & Glass,,website,nwacollision.com,https://www.gerbercollision.com/locations/farmington-ar%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DAR%26utm_content%3DFarmington,body_shops,ChIJpUxnINpvyYcRCcTSFq0YeNs,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Northwest Arkansas Collision Center [Main]/Gerber Collision & Glass vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
name_review,1440,Pan American Collision Center,,website,pabody.com,https://crashchampions.com/locations/crash-champions-burke-north,body_shops,ChIJswEB7uAyjoAR5dARfvt2Sg8,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Pan American Collision Center vs Crash Champions Collision Repair Burke North),1,Crash Champions Collision Repair Burke North,no
name_review,1446,Patton Brothers Body & Frame,,website,pattonbrothers.com,https://jhcc.com/locations/auto-body-shop-athens-ga/,body_shops,ChIJeb6IuWlt9ogRsfKwi_UyQSo,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Patton Brothers Body & Frame vs Joe Hudson's Collision Center),1,Joe Hudson's Collision Center,no
name_review,1449,PDM Collision Repair Center,website,,,http://pdmcollision.com/,body_shops,ChIJKR50OKmhZYYRtlDPMh4mchU,website,review,exact_phone,"Pipedrive name differs from source name; hold for manual review (PDM Collision Repair Center vs Paints, Dents & More (PDM Collision Repair Center))",1,"Paints, Dents & More (PDM Collision Repair Center)",no
name_review,1451,Performance Auto Body,,website,wagnercollision.com,https://www.gerbercollision.com/locations/imperial-mo%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DMO%26utm_content%3DImperial,body_shops,ChIJQTK7xyrC2IcR2CsNf4MxjnU,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Performance Auto Body vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
name_review,1470,Precision Collision Of Lynn Haven,,website,precisioncollisionoflh.com,https://classiccollision.com/locations/classic-collision-lynn-haven/,body_shops,ChIJV00KWRuDk4gROeK1MnxHdmU,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Precision Collision Of Lynn Haven vs Classic Collision),1,Classic Collision,no
name_review,1474,Classic Collision Goleta,,website,classiccollision.net,https://classiccollision.com/locations/classic-collision-goleta/,body_shops,ChIJ0yhwJnlA6YARu5todmM-YNw,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Classic Collision Goleta vs Classic Collision),1,Classic Collision,no
name_review,1476,Pro Body Shop,website,,,https://crashchampions.com/locations/crash-champions-thomasville,body_shops,ChIJaVyIBRq27YgRuJQAOSxprrs,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Pro Body Shop vs Crash Champions Collision Repair Thomasville),1,Crash Champions Collision Repair Thomasville,no
name_review,1500,Rick'S Auto Body,address,,,"375 Pasco Rd, Springfield, MA 01119",body_shops,ChIJ1bHPoL7C5okRPo5KqbH240A,address,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Rick'S Auto Body vs Rick's Auto Body),15,Rick's Auto Body,no
name_review,1500,Rick'S Auto Body,phone,,,+1 413-543-3368,body_shops,ChIJ1bHPoL7C5okRPo5KqbH240A,phone,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Rick'S Auto Body vs Rick's Auto Body),15,Rick's Auto Body,no
name_review,1500,Rick'S Auto Body,website,,,http://www.ricksauto-body.com/,body_shops,ChIJ1bHPoL7C5okRPo5KqbH240A,website,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Rick'S Auto Body vs Rick's Auto Body),15,Rick's Auto Body,no
name_review,1520,Rowley's Accident & Hail Repair,,website,rowleysaccidentnhailrepair.industry-pro.com,https://www.carstar.com/locations/co/loveland-15778/,body_shops,ChIJi3mTSO5TaYcROH4z42eUWQQ,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Rowley's Accident & Hail Repair vs CARSTAR Axiom Collision Repair - Loveland),1,CARSTAR Axiom Collision Repair - Loveland,no
name_review,1537,Suburban Auto Body,website,,,https://classiccollision.com/locations/classic-collision-little-canada/,body_shops,ChIJoy-POuLVslIRmX1wxhVrhXY,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Suburban Auto Body vs Classic Collision),1,Classic Collision,no
name_review,1547,Superior Collision,,phone,(419) 238-9849,+1 251-943-3322,body_shops,ChIJ9aArVT8QmogRh9xvFXi6SEQ,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Superior Collision vs Superior Collision Inc),4,Superior Collision Inc,no
name_review,1547,Superior Collision,website,,,https://lomyu.me/superior-collision-inc-555706-us,body_shops,ChIJ9aArVT8QmogRh9xvFXi6SEQ,website,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Superior Collision vs Superior Collision Inc),4,Superior Collision Inc,no
name_review,1569,Terry'S Auto Body,address,,,"1884 Hendrix Rd, Murphy, NC 28906",body_shops,ChIJe9zCDnPhXogR1ap_AVOuec4,address,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Terry'S Auto Body vs Terry's auto body),1,Terry's auto body,no
name_review,1569,Terry'S Auto Body,phone,,,+1 828-557-5994,body_shops,ChIJe9zCDnPhXogR1ap_AVOuec4,phone,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Terry'S Auto Body vs Terry's auto body),1,Terry's auto body,no
name_review,1626,Universal Collision - West,website,,,https://www.gerbercollision.com/locations/tallahassee-2751-w-tennessee-st-fl%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DFL%26utm_content%3DTallahassee-Tennessee,body_shops,ChIJxc9pQWL07IgRqXtQpP2QoKE,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Universal Collision - West vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
name_review,1646,Weaver's Auto Center,website,,,https://crashchampions.com/locations/crash-champions-shawnee,body_shops,ChIJ-fgSa_GRwIcRQDwo0KtDLrQ,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Weaver's Auto Center vs Crash Champions Collision Repair Shawnee),1,Crash Champions Collision Repair Shawnee,no
name_review,2456,Rife's Auto Body,website,,,https://www.rifesautobody.com/,body_shops,ChIJf6RBIzGOOIgR8U8wH5QBCb8,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Rife's Auto Body vs Rife's Auto Body - Westerville),1,Rife's Auto Body - Westerville,no
name_review,2464,Don Juan's Certified Collision Care,,website,donjuansautobody.com,https://crashchampions.com/locations/crash-champions-santa-fe-rufina,body_shops,ChIJE6-apWFaGIcR4CeZqnoBJuI,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Don Juan's Certified Collision Care vs Crash Champions Collision Repair Santa Fe Rufina),1,Crash Champions Collision Repair Santa Fe Rufina,no
name_review,5845,A.T.H,website,,,https://www.caliber.com/find-a-location/mauston%3Futm_source%3Dgoogle%26utm_medium%3Dgbp-profile%26utm_campaign%3Dwebform-GBPwebsite%26utm_content%3D%26utm_term%3D%26utm_id%3D0966,body_shops,ChIJBTBoirwB_ocRoEoKjuARCHQ,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (A.T.H vs Caliber Collision),1,Caliber Collision,no
name_review,5854,"Straight Line Collision, Inc.",,phone,262-255-7171,+1 440-582-3850,body_shops,ChIJaZ_BAefpMIgRKD1qA1oQjV4,phone,conflict,exact_name_only,"Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Straight Line Collision, Inc. vs Straightline Collision)",2,Straightline Collision,no
name_review,5854,"Straight Line Collision, Inc.",,website,straightlinecollisioninc.com,https://www.straightlinecollisioncenter.com/,body_shops,ChIJaZ_BAefpMIgRKD1qA1oQjV4,website,conflict,exact_name_only,"Pipedrive name differs from source name; hold for manual review before considering the website conflict (Straight Line Collision, Inc. vs Straightline Collision)",2,Straightline Collision,no
name_review,5861,Gary's Auto Body,,phone,608-562-3981,+1 231-865-3353,body_shops,ChIJ6XjzhuV4GYgRznljBu5iaJk,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Gary's Auto Body vs Gary's Auto Body Inc),6,Gary's Auto Body Inc,no
name_review,5875,Marklein Auto Body,,website,markleinauto.com,https://www.carwise.com/auto-body-shops/marklein-auto-body-dodgeville-wi-53533/475916,body_shops,ChIJNVUiKKJl_YcRgL8OoJ88FS0,website,conflict,exact_phone,"Pipedrive name differs from source name; hold for manual review before considering the website conflict (Marklein Auto Body vs Marklein Auto Body, Inc.)",1,"Marklein Auto Body, Inc.",no
name_review,5883,S/S RESEARCH,website,,,https://ssautomotive.pro/,body_shops,ChIJp0e_EQy7BYgRPHA_c0XIGPA,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (S/S RESEARCH vs S&S Automotive Service Center),1,S&S Automotive Service Center,no
name_review,5902,A-1 Auto Body,,phone,847-516-0111,+1 347-964-7668,body_shops,ChIJf3Pn-tDywokRmc089YLbDXA,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (A-1 Auto Body vs A1 Autobody),17,A1 Autobody,no
name_review,5903,Bocker Auto Group,,website,bockerautogroup.com,https://www.bockerautogroup.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp_sales_websitelink,body_shops,ChIJOUJnY9FrCIgRps_SEJRXX_E,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Bocker Auto Group vs Bocker Chevrolet GMC and Used Cars),1,Bocker Chevrolet GMC and Used Cars,no
name_review,5907,A & R  Autobody,website,,,https://cdecollisioncenters.com/,body_shops,ChIJvbMrL56QEYgR9CaETh7Y61g,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (A & R Autobody vs CDE Collision Centers - Washington St.),1,CDE Collision Centers - Washington St.,no
name_review,5913,Tom & Eds,website,,,https://www.tomandeds.com/locations/1225-birch-drive-schererville-indiana-46375%3Fy_source%3D1_MTA4OTA4MjQ1My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,body_shops,ChIJx9lw71DhEYgREVojZYlBCi8,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Tom & Eds vs Tom & Ed's Autobody of Schererville),1,Tom & Ed's Autobody of Schererville,no
name_review,5914,Supreme Body Works,,phone,847-671-5880,+1 781-337-3305,body_shops,ChIJqRowoGxi44kRgF-t9psH870,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Supreme Body Works vs Supreme Bodyworks),1,Supreme Bodyworks,no
name_review,5914,Supreme Body Works,website,,,http://supremebodyworks.net/,body_shops,ChIJqRowoGxi44kRgF-t9psH870,website,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Supreme Body Works vs Supreme Bodyworks),1,Supreme Bodyworks,no
